HMDBID,Name,Biospecimen,Subject_age,Concentration_average,Concentration_units
HMDB0008173,"PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",Urine,Adult,0.0037,umol/mmol creatinine
HMDB0008173,"PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",Urine,Newborn,0,umol/mmol creatinine
HMDB0008175,"PC(18:3(6Z,9Z,12Z)/20:0)",Blood,Adult,54.82,uM
HMDB0008175,"PC(18:3(6Z,9Z,12Z)/20:0)",Blood,Infant,32.8,uM
HMDB0008175,"PC(18:3(6Z,9Z,12Z)/20:0)",Blood,Newborn,36.1,uM
HMDB0008175,"PC(18:3(6Z,9Z,12Z)/20:0)",Feces,Adult,0.17,nmol/g wet feces
HMDB0008175,"PC(18:3(6Z,9Z,12Z)/20:0)",Saliva,Adult,0.05,uM
HMDB0008175,"PC(18:3(6Z,9Z,12Z)/20:0)",Urine,Adult,0.0056,umol/mmol creatinine
HMDB0008176,"PC(18:3(6Z,9Z,12Z)/20:1(11Z))",Blood,Adult,124.695,uM
HMDB0008176,"PC(18:3(6Z,9Z,12Z)/20:1(11Z))",Blood,Infant,76.6,uM
HMDB0008176,"PC(18:3(6Z,9Z,12Z)/20:1(11Z))",Blood,Newborn,90.4,uM
HMDB0008176,"PC(18:3(6Z,9Z,12Z)/20:1(11Z))",Feces,Adult,0.14,nmol/g wet feces
HMDB0008176,"PC(18:3(6Z,9Z,12Z)/20:1(11Z))",Saliva,Adult,0.045,uM
HMDB0008176,"PC(18:3(6Z,9Z,12Z)/20:1(11Z))",Urine,Adult,0.0022,umol/mmol creatinine
HMDB0008177,"PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))",Blood,Adult,68.05,uM
HMDB0008177,"PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))",Blood,Infant,36.2,uM
HMDB0008177,"PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))",Blood,Newborn,21.8,uM
HMDB0008177,"PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))",Feces,Adult,0.07,nmol/g wet feces
HMDB0008177,"PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))",Saliva,Adult,0.022,uM
HMDB0008177,"PC(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))",Urine,Adult,7.00E-04,umol/mmol creatinine
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",Blood,Adult,95.705,uM
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",Blood,Infant,49.1,uM
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",Blood,Newborn,60.6,uM
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",Feces,Adult,0.095,nmol/g wet feces
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",Saliva,Adult,0.03,uM
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",Urine,Adolescent,0.13,umol/mmol creatinine
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",Urine,Adult,0.001,umol/mmol creatinine
HMDB0008178,"PC(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))",Blood,Adult,95.705,uM
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))",Blood,Infant,49.1,uM
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))",Blood,Newborn,60.6,uM
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))",Feces,Adult,0.095,nmol/g wet feces
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))",Saliva,Adult,0.03,uM
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))",Urine,Adolescent,0.13,umol/mmol creatinine
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))",Urine,Adult,0.001,umol/mmol creatinine
HMDB0008179,"PC(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008183,"PC(18:3(6Z,9Z,12Z)/22:0)",Blood,Adolescent,0.47,uM
HMDB0008183,"PC(18:3(6Z,9Z,12Z)/22:0)",Blood,Adult,0.55,uM
HMDB0008183,"PC(18:3(6Z,9Z,12Z)/22:0)",Blood,Infant,0.49,uM
HMDB0008183,"PC(18:3(6Z,9Z,12Z)/22:0)",Blood,Newborn,0.54,uM
HMDB0008183,"PC(18:3(6Z,9Z,12Z)/22:0)",Feces,Adult,0.03,nmol/g wet feces
HMDB0008183,"PC(18:3(6Z,9Z,12Z)/22:0)",Urine,Adult,3.50E-04,umol/mmol creatinine
HMDB0008184,"PC(18:3(6Z,9Z,12Z)/22:1(13Z))",Blood,Adult,3.655,uM
HMDB0008184,"PC(18:3(6Z,9Z,12Z)/22:1(13Z))",Blood,Infant,3,uM
HMDB0008184,"PC(18:3(6Z,9Z,12Z)/22:1(13Z))",Blood,Newborn,2.59,uM
HMDB0008184,"PC(18:3(6Z,9Z,12Z)/22:1(13Z))",Feces,Adult,0.045,nmol/g wet feces
HMDB0008185,"PC(18:3(6Z,9Z,12Z)/22:2(13Z,16Z))",Blood,Adult,13.85,uM
HMDB0008185,"PC(18:3(6Z,9Z,12Z)/22:2(13Z,16Z))",Feces,Adult,0.005,nmol/g wet feces
HMDB0008191,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",Blood,Adult,0.205,uM
HMDB0008191,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",Blood,Infant,0.2,uM
HMDB0008191,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",Blood,Newborn,0.24,uM
HMDB0008191,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",Feces,Adult,0.025,nmol/g wet feces
HMDB0008191,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",Saliva,Adult,0.007,uM
HMDB0008191,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",Urine,Adult,8.00E-04,umol/mmol creatinine
HMDB0008191,"PC(18:3(6Z,9Z,12Z)/24:1(15Z))",Urine,Children,7.00E-04,umol/mmol creatinine
HMDB0008192,"PC(18:3(6Z,9Z,12Z)/P-16:0)",Blood,Adult,20.885,uM
HMDB0008192,"PC(18:3(6Z,9Z,12Z)/P-16:0)",Blood,Infant,11,uM
HMDB0008192,"PC(18:3(6Z,9Z,12Z)/P-16:0)",Blood,Newborn,2.8,uM
HMDB0008192,"PC(18:3(6Z,9Z,12Z)/P-16:0)",Feces,Adult,0.255,nmol/g wet feces
HMDB0008192,"PC(18:3(6Z,9Z,12Z)/P-16:0)",Saliva,Adult,0.016,uM
HMDB0008192,"PC(18:3(6Z,9Z,12Z)/P-16:0)",Urine,Adult,0.002,umol/mmol creatinine
HMDB0008193,"PC(18:3(6Z,9Z,12Z)/P-18:0)",Blood,Adult,147.7,uM
HMDB0008193,"PC(18:3(6Z,9Z,12Z)/P-18:0)",Blood,Infant,106,uM
HMDB0008193,"PC(18:3(6Z,9Z,12Z)/P-18:0)",Blood,Newborn,63.7,uM
HMDB0008193,"PC(18:3(6Z,9Z,12Z)/P-18:0)",Feces,Adult,1.37,nmol/g wet feces
HMDB0008193,"PC(18:3(6Z,9Z,12Z)/P-18:0)",Saliva,Adult,0.082,uM
HMDB0008193,"PC(18:3(6Z,9Z,12Z)/P-18:0)",Urine,Adult,0.0024,umol/mmol creatinine
HMDB0008194,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))",Blood,Adult,209.07,uM
HMDB0008194,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))",Blood,Infant,130,uM
HMDB0008194,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))",Blood,Newborn,135,uM
HMDB0008194,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))",Feces,Adult,1.055,nmol/g wet feces
HMDB0008194,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))",Saliva,Adult,0.067,uM
HMDB0008194,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008195,"PC(18:3(6Z,9Z,12Z)/P-18:1(9Z))",Blood,Adult,209.07,uM
HMDB0008195,"PC(18:3(6Z,9Z,12Z)/P-18:1(9Z))",Blood,Infant,130,uM
HMDB0008195,"PC(18:3(6Z,9Z,12Z)/P-18:1(9Z))",Blood,Newborn,135,uM
HMDB0008195,"PC(18:3(6Z,9Z,12Z)/P-18:1(9Z))",Feces,Adult,1.055,nmol/g wet feces
HMDB0008195,"PC(18:3(6Z,9Z,12Z)/P-18:1(9Z))",Saliva,Adult,0.067,uM
HMDB0008195,"PC(18:3(6Z,9Z,12Z)/P-18:1(9Z))",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008196,"PC(18:3(9Z,12Z,15Z)/14:0)",Blood,Adult,0.66,uM
HMDB0008196,"PC(18:3(9Z,12Z,15Z)/14:0)",Blood,Infant,0.38,uM
HMDB0008196,"PC(18:3(9Z,12Z,15Z)/14:0)",Blood,Newborn,0.23,uM
HMDB0008196,"PC(18:3(9Z,12Z,15Z)/14:0)",Feces,Adult,0.03,nmol/g wet feces
HMDB0008196,"PC(18:3(9Z,12Z,15Z)/14:0)",Urine,Adult,9.20E-04,umol/mmol creatinine
HMDB0008199,"PC(18:3(9Z,12Z,15Z)/16:0)",Blood,Adult,20.885,uM
HMDB0008199,"PC(18:3(9Z,12Z,15Z)/16:0)",Blood,Infant,11,uM
HMDB0008199,"PC(18:3(9Z,12Z,15Z)/16:0)",Blood,Newborn,2.8,uM
HMDB0008199,"PC(18:3(9Z,12Z,15Z)/16:0)",Feces,Adult,0.255,nmol/g wet feces
HMDB0008199,"PC(18:3(9Z,12Z,15Z)/16:0)",Saliva,Adult,0.016,uM
HMDB0008199,"PC(18:3(9Z,12Z,15Z)/16:0)",Urine,Adult,0.002,umol/mmol creatinine
HMDB0008200,"PC(18:3(9Z,12Z,15Z)/16:1(9Z))",Blood,Adult,2.315,uM
HMDB0008200,"PC(18:3(9Z,12Z,15Z)/16:1(9Z))",Blood,Infant,0.82,uM
HMDB0008200,"PC(18:3(9Z,12Z,15Z)/16:1(9Z))",Blood,Newborn,0.52,uM
HMDB0008200,"PC(18:3(9Z,12Z,15Z)/16:1(9Z))",Feces,Adult,0.035,nmol/g wet feces
HMDB0008200,"PC(18:3(9Z,12Z,15Z)/16:1(9Z))",Urine,Adolescent,0.66,umol/mmol creatinine
HMDB0008200,"PC(18:3(9Z,12Z,15Z)/16:1(9Z))",Urine,Adult,0.0023,umol/mmol creatinine
HMDB0008201,"PC(18:3(9Z,12Z,15Z)/18:0)",Blood,Adult,147.7,uM
HMDB0008201,"PC(18:3(9Z,12Z,15Z)/18:0)",Blood,Infant,106,uM
HMDB0008201,"PC(18:3(9Z,12Z,15Z)/18:0)",Blood,Newborn,63.7,uM
HMDB0008201,"PC(18:3(9Z,12Z,15Z)/18:0)",Feces,Adult,1.37,nmol/g wet feces
HMDB0008201,"PC(18:3(9Z,12Z,15Z)/18:0)",Saliva,Adult,0.082,uM
HMDB0008201,"PC(18:3(9Z,12Z,15Z)/18:0)",Urine,Adult,0.0024,umol/mmol creatinine
HMDB0008202,"PC(18:3(9Z,12Z,15Z)/18:1(11Z))",Blood,Adult,209.07,uM
HMDB0008202,"PC(18:3(9Z,12Z,15Z)/18:1(11Z))",Blood,Infant,130,uM
HMDB0008202,"PC(18:3(9Z,12Z,15Z)/18:1(11Z))",Blood,Newborn,135,uM
HMDB0008202,"PC(18:3(9Z,12Z,15Z)/18:1(11Z))",Feces,Adult,1.055,nmol/g wet feces
HMDB0008202,"PC(18:3(9Z,12Z,15Z)/18:1(11Z))",Saliva,Adult,0.067,uM
HMDB0008202,"PC(18:3(9Z,12Z,15Z)/18:1(11Z))",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008203,"PC(18:3(9Z,12Z,15Z)/18:1(9Z))",Blood,Adult,209.07,uM
HMDB0008203,"PC(18:3(9Z,12Z,15Z)/18:1(9Z))",Blood,Infant,130,uM
HMDB0008203,"PC(18:3(9Z,12Z,15Z)/18:1(9Z))",Blood,Newborn,135,uM
HMDB0008203,"PC(18:3(9Z,12Z,15Z)/18:1(9Z))",Feces,Adult,1.055,nmol/g wet feces
HMDB0008203,"PC(18:3(9Z,12Z,15Z)/18:1(9Z))",Saliva,Adult,0.067,uM
HMDB0008203,"PC(18:3(9Z,12Z,15Z)/18:1(9Z))",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008204,"PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))",Blood,Adult,37.955,uM
HMDB0008204,"PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))",Blood,Infant,8.39,uM
HMDB0008204,"PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))",Blood,Newborn,5.2,uM
HMDB0008204,"PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))",Feces,Adult,0.16,nmol/g wet feces
HMDB0008204,"PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))",Saliva,Adult,0.011,uM
HMDB0008205,"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",Blood,Adult,1.43,uM
HMDB0008205,"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",Blood,Infant,0.4,uM
HMDB0008205,"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",Blood,Newborn,0.31,uM
HMDB0008205,"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",Feces,Adult,0.1,nmol/g wet feces
HMDB0008205,"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",Urine,Adult,0.0037,umol/mmol creatinine
HMDB0008205,"PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))",Urine,Newborn,0,umol/mmol creatinine
HMDB0008206,"PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",Blood,Adult,1.43,uM
HMDB0008206,"PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",Blood,Infant,0.4,uM
HMDB0008206,"PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",Blood,Newborn,0.31,uM
HMDB0008206,"PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",Feces,Adult,0.1,nmol/g wet feces
HMDB0008206,"PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",Urine,Adult,0.0037,umol/mmol creatinine
HMDB0008206,"PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",Urine,Newborn,0,umol/mmol creatinine
HMDB0008208,"PC(18:3(9Z,12Z,15Z)/20:0)",Blood,Adult,54.82,uM
HMDB0008208,"PC(18:3(9Z,12Z,15Z)/20:0)",Blood,Infant,32.8,uM
HMDB0008208,"PC(18:3(9Z,12Z,15Z)/20:0)",Blood,Newborn,36.1,uM
HMDB0008208,"PC(18:3(9Z,12Z,15Z)/20:0)",Feces,Adult,0.17,nmol/g wet feces
HMDB0008208,"PC(18:3(9Z,12Z,15Z)/20:0)",Saliva,Adult,0.05,uM
HMDB0008208,"PC(18:3(9Z,12Z,15Z)/20:0)",Urine,Adult,0.0056,umol/mmol creatinine
HMDB0008209,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))",Blood,Adult,124.695,uM
HMDB0008209,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))",Blood,Infant,76.6,uM
HMDB0008209,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))",Blood,Newborn,90.4,uM
HMDB0008209,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))",Feces,Adult,0.14,nmol/g wet feces
HMDB0008209,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))",Saliva,Adult,0.045,uM
HMDB0008209,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))",Urine,Adult,0.0022,umol/mmol creatinine
HMDB0008210,"PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",Blood,Adult,68.05,uM
HMDB0008210,"PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",Blood,Infant,36.2,uM
HMDB0008210,"PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",Blood,Newborn,21.8,uM
HMDB0008210,"PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",Feces,Adult,0.07,nmol/g wet feces
HMDB0008210,"PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",Saliva,Adult,0.022,uM
HMDB0008210,"PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",Urine,Adult,7.00E-04,umol/mmol creatinine
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",Blood,Adult,95.705,uM
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",Blood,Infant,49.1,uM
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",Blood,Newborn,60.6,uM
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",Feces,Adult,0.095,nmol/g wet feces
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",Saliva,Adult,0.03,uM
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",Urine,Adolescent,0.13,umol/mmol creatinine
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",Urine,Adult,0.001,umol/mmol creatinine
HMDB0008211,"PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",Blood,Adult,95.705,uM
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",Blood,Infant,49.1,uM
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",Blood,Newborn,60.6,uM
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",Feces,Adult,0.095,nmol/g wet feces
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",Saliva,Adult,0.03,uM
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",Urine,Adolescent,0.13,umol/mmol creatinine
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",Urine,Adult,0.001,umol/mmol creatinine
HMDB0008212,"PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",Urine,Newborn,0.01,umol/mmol creatinine
HMDB0008216,"PC(18:3(9Z,12Z,15Z)/22:0)",Blood,Adolescent,0.47,uM
HMDB0008216,"PC(18:3(9Z,12Z,15Z)/22:0)",Blood,Adult,0.55,uM
HMDB0008216,"PC(18:3(9Z,12Z,15Z)/22:0)",Blood,Infant,0.49,uM
HMDB0008216,"PC(18:3(9Z,12Z,15Z)/22:0)",Blood,Newborn,0.54,uM
HMDB0008216,"PC(18:3(9Z,12Z,15Z)/22:0)",Feces,Adult,0.03,nmol/g wet feces
HMDB0008216,"PC(18:3(9Z,12Z,15Z)/22:0)",Urine,Adult,3.50E-04,umol/mmol creatinine
HMDB0008217,"PC(18:3(9Z,12Z,15Z)/22:1(13Z))",Blood,Adult,3.655,uM
HMDB0008217,"PC(18:3(9Z,12Z,15Z)/22:1(13Z))",Blood,Infant,3,uM
HMDB0008217,"PC(18:3(9Z,12Z,15Z)/22:1(13Z))",Blood,Newborn,2.59,uM
HMDB0008217,"PC(18:3(9Z,12Z,15Z)/22:1(13Z))",Feces,Adult,0.045,nmol/g wet feces
HMDB0008218,"PC(18:3(9Z,12Z,15Z)/22:2(13Z,16Z))",Blood,Adult,13.85,uM
HMDB0008218,"PC(18:3(9Z,12Z,15Z)/22:2(13Z,16Z))",Feces,Adult,0.005,nmol/g wet feces
HMDB0008224,"PC(18:3(9Z,12Z,15Z)/24:1(15Z))",Blood,Adult,0.18,uM
HMDB0008224,"PC(18:3(9Z,12Z,15Z)/24:1(15Z))",Blood,Infant,0.2,uM
HMDB0008224,"PC(18:3(9Z,12Z,15Z)/24:1(15Z))",Blood,Newborn,0.24,uM
HMDB0008224,"PC(18:3(9Z,12Z,15Z)/24:1(15Z))",Feces,Adult,0.025,nmol/g wet feces
HMDB0008224,"PC(18:3(9Z,12Z,15Z)/24:1(15Z))",Saliva,Adult,0.007,uM
HMDB0008224,"PC(18:3(9Z,12Z,15Z)/24:1(15Z))",Urine,Adult,8.00E-04,umol/mmol creatinine
HMDB0008225,"PC(18:3(9Z,12Z,15Z)/P-16:0)",Blood,Adult,20.885,uM
HMDB0008225,"PC(18:3(9Z,12Z,15Z)/P-16:0)",Blood,Infant,11,uM
HMDB0008225,"PC(18:3(9Z,12Z,15Z)/P-16:0)",Blood,Newborn,2.8,uM
HMDB0008225,"PC(18:3(9Z,12Z,15Z)/P-16:0)",Feces,Adult,0.255,nmol/g wet feces
HMDB0008225,"PC(18:3(9Z,12Z,15Z)/P-16:0)",Saliva,Adult,0.016,uM
HMDB0008225,"PC(18:3(9Z,12Z,15Z)/P-16:0)",Urine,Adult,0.002,umol/mmol creatinine
HMDB0008226,"PC(18:3(9Z,12Z,15Z)/P-18:0)",Blood,Adult,147.7,uM
HMDB0008226,"PC(18:3(9Z,12Z,15Z)/P-18:0)",Blood,Infant,106,uM
HMDB0008226,"PC(18:3(9Z,12Z,15Z)/P-18:0)",Blood,Newborn,63.7,uM
HMDB0008226,"PC(18:3(9Z,12Z,15Z)/P-18:0)",Feces,Adult,1.37,nmol/g wet feces
HMDB0008226,"PC(18:3(9Z,12Z,15Z)/P-18:0)",Saliva,Adult,0.082,uM
HMDB0008226,"PC(18:3(9Z,12Z,15Z)/P-18:0)",Urine,Adult,0.0024,umol/mmol creatinine
HMDB0008227,"PC(18:3(9Z,12Z,15Z)/P-18:1(11Z))",Blood,Adult,209.07,uM
HMDB0008227,"PC(18:3(9Z,12Z,15Z)/P-18:1(11Z))",Blood,Infant,130,uM
HMDB0008227,"PC(18:3(9Z,12Z,15Z)/P-18:1(11Z))",Blood,Newborn,135,uM
HMDB0008227,"PC(18:3(9Z,12Z,15Z)/P-18:1(11Z))",Feces,Adult,1.055,nmol/g wet feces
HMDB0008227,"PC(18:3(9Z,12Z,15Z)/P-18:1(11Z))",Saliva,Adult,0.067,uM
HMDB0008227,"PC(18:3(9Z,12Z,15Z)/P-18:1(11Z))",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008228,"PC(18:3(9Z,12Z,15Z)/P-18:1(9Z))",Blood,Adult,209.07,uM
HMDB0008228,"PC(18:3(9Z,12Z,15Z)/P-18:1(9Z))",Blood,Infant,130,uM
HMDB0008228,"PC(18:3(9Z,12Z,15Z)/P-18:1(9Z))",Blood,Newborn,135,uM
HMDB0008228,"PC(18:3(9Z,12Z,15Z)/P-18:1(9Z))",Feces,Adult,1.055,nmol/g wet feces
HMDB0008228,"PC(18:3(9Z,12Z,15Z)/P-18:1(9Z))",Saliva,Adult,0.067,uM
HMDB0008228,"PC(18:3(9Z,12Z,15Z)/P-18:1(9Z))",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008232,"PC(18:4(6Z,9Z,12Z,15Z)/16:0)",Blood,Adult,2.315,uM
HMDB0008232,"PC(18:4(6Z,9Z,12Z,15Z)/16:0)",Blood,Infant,0.82,uM
HMDB0008232,"PC(18:4(6Z,9Z,12Z,15Z)/16:0)",Blood,Newborn,0.52,uM
HMDB0008232,"PC(18:4(6Z,9Z,12Z,15Z)/16:0)",Feces,Adult,0.035,nmol/g wet feces
HMDB0008232,"PC(18:4(6Z,9Z,12Z,15Z)/16:0)",Urine,Adolescent,0.66,umol/mmol creatinine
HMDB0008232,"PC(18:4(6Z,9Z,12Z,15Z)/16:0)",Urine,Adult,0.0023,umol/mmol creatinine
HMDB0008234,"PC(18:4(6Z,9Z,12Z,15Z)/18:0)",Blood,Adult,209.07,uM
HMDB0008234,"PC(18:4(6Z,9Z,12Z,15Z)/18:0)",Blood,Infant,130,uM
HMDB0008234,"PC(18:4(6Z,9Z,12Z,15Z)/18:0)",Blood,Newborn,135,uM
HMDB0008234,"PC(18:4(6Z,9Z,12Z,15Z)/18:0)",Feces,Adult,1.055,nmol/g wet feces
HMDB0008234,"PC(18:4(6Z,9Z,12Z,15Z)/18:0)",Saliva,Adult,0.067,uM
HMDB0008234,"PC(18:4(6Z,9Z,12Z,15Z)/18:0)",Urine,Adult,0.0018,umol/mmol creatinine
HMDB0008235,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))",Blood,Adult,37.955,uM
HMDB0008235,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))",Blood,Infant,8.39,uM
HMDB0008235,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))",Blood,Newborn,5.2,uM
HMDB0008235,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))",Feces,Adult,0.16,nmol/g wet feces
HMDB0008235,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))",Saliva,Adult,0.011,uM
HMDB0008236,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))",Blood,Adult,37.955,uM
HMDB0008236,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))",Blood,Infant,8.39,uM
HMDB0008236,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))",Blood,Newborn,5.2,uM
HMDB0008236,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))",Feces,Adult,0.16,nmol/g wet feces
HMDB0008236,"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))",Saliva,Adult,0.011,uM
HMDB0008237,"PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))",Blood,Adult,1.43,uM
HMDB0008237,"PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))",Blood,Infant,0.4,uM
HMDB0008237,"PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))",Blood,Newborn,0.31,uM
HMDB0008237,"PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))",Feces,Adult,0.1,nmol/g wet feces
HMDB0008237,"PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))",Urine,Adult,0.0037,umol/mmol creatinine
HMDB0008237,"PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))",Urine,Newborn,0,umol/mmol creatinine
HMDB0008241,"PC(18:4(6Z,9Z,12Z,15Z)/20:0)",Blood,Adult,124.695,uM
HMDB0008241,"PC(18:4(6Z,9Z,12Z,15Z)/20:0)",Blood,Infant,76.6,uM
HMDB0008241,"PC(18:4(6Z,9Z,12Z,15Z)/20:0)",Blood,Newborn,90.4,uM
HMDB0008241,"PC(18:4(6Z,9Z,12Z,15Z)/20:0)",Feces,Adult,0.14,nmol/g wet feces
HMDB0008241,"PC(18:4(6Z,9Z,12Z,15Z)/20:0)",Saliva,Adult,0.045,uM
HMDB0008241,"PC(18:4(6Z,9Z,12Z,15Z)/20:0)",Urine,Adult,0.0022,umol/mmol creatinine
